name,role,description,device_type,manufacturer,site,location,rack,status,platform,tenant,position,face
HK-HKG-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,HK-HKG-BO1,IDF 01 - Network Closet,RK-HK-HKG-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
HK-HKG-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,HK-HKG-BO1,Floor 01,RK-HK-HKG-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
HK-HKG-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,HK-HKG-BO1,Floor 02,RK-HK-HKG-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
HK-HKG-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,HK-HKG-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
CN-SHA-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,CN-SHA-BO1,MDF - Server Room,RK-CN-SHA-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
CN-SHA-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,CN-SHA-BO1,IDF 01 - Network Closet,RK-CN-SHA-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
CN-SHA-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,CN-SHA-BO1,Floor 01,RK-CN-SHA-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
CN-SHA-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,CN-SHA-BO1,Floor 02,RK-CN-SHA-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
CN-SHA-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,CN-SHA-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
CN-BEJ-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,CN-BEJ-BO1,MDF - Server Room,RK-CN-BEJ-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
CN-BEJ-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,CN-BEJ-BO1,IDF 01 - Network Closet,RK-CN-BEJ-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
CN-BEJ-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,CN-BEJ-BO1,Floor 01,RK-CN-BEJ-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
CN-BEJ-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,CN-BEJ-BO1,Floor 02,RK-CN-BEJ-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
CN-BEJ-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,CN-BEJ-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
TW-TPE-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,TW-TPE-BO1,MDF - Server Room,RK-TW-TPE-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
TW-TPE-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,TW-TPE-BO1,IDF 01 - Network Closet,RK-TW-TPE-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
TW-TPE-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,TW-TPE-BO1,Floor 01,RK-TW-TPE-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
TW-TPE-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,TW-TPE-BO1,Floor 02,RK-TW-TPE-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
TW-TPE-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,TW-TPE-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
TH-BKK-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,TH-BKK-BO1,MDF - Server Room,RK-TH-BKK-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
TH-BKK-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,TH-BKK-BO1,IDF 01 - Network Closet,RK-TH-BKK-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
TH-BKK-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,TH-BKK-BO1,Floor 01,RK-TH-BKK-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
TH-BKK-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,TH-BKK-BO1,Floor 02,RK-TH-BKK-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
TH-BKK-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,TH-BKK-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
ID-JKT-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,ID-JKT-BO1,MDF - Server Room,RK-ID-JKT-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
ID-JKT-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,ID-JKT-BO1,IDF 01 - Network Closet,RK-ID-JKT-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
ID-JKT-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,ID-JKT-BO1,Floor 01,RK-ID-JKT-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
ID-JKT-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,ID-JKT-BO1,Floor 02,RK-ID-JKT-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
ID-JKT-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,ID-JKT-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
PH-MNL-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,PH-MNL-BO1,MDF - Server Room,RK-PH-MNL-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
PH-MNL-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,PH-MNL-BO1,IDF 01 - Network Closet,RK-PH-MNL-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
PH-MNL-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,PH-MNL-BO1,Floor 01,RK-PH-MNL-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
PH-MNL-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,PH-MNL-BO1,Floor 02,RK-PH-MNL-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
PH-MNL-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,PH-MNL-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
VN-HAN-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,VN-HAN-BO1,MDF - Server Room,RK-VN-HAN-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
VN-HAN-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,VN-HAN-BO1,IDF 01 - Network Closet,RK-VN-HAN-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
VN-HAN-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,VN-HAN-BO1,Floor 01,RK-VN-HAN-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
VN-HAN-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,VN-HAN-BO1,Floor 02,RK-VN-HAN-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
VN-HAN-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,VN-HAN-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
JP-TYO-DC1-SPINE-01,Spine Switch,Primary Fabric Spine 01,Nexus 9508,Cisco,JP-TYO-DC1,MDF - Network Room,RK-JP-TYO-DC1-CORE-01,active,Cisco NX-OS,IT Operations,1,front
JP-TYO-DC1-SPINE-02,Spine Switch,Primary Fabric Spine 02,Nexus 9508,Cisco,JP-TYO-DC1,MDF - Network Room,RK-JP-TYO-DC1-CORE-01,active,Cisco NX-OS,IT Operations,14,front
JP-TYO-DC1-BORDER-01,Border Leaf,External Connectivity A,Nexus 93180YC-FX,Cisco,JP-TYO-DC1,MDF - Network Room,RK-JP-TYO-DC1-CORE-01,active,Cisco NX-OS,IT Operations,45,front
JP-TYO-DC1-BORDER-02,Border Leaf,External Connectivity B,Nexus 93180YC-FX,Cisco,JP-TYO-DC1,MDF - Network Room,RK-JP-TYO-DC1-CORE-01,active,Cisco NX-OS,IT Operations,44,front
JP-TYO-DC1-FW-01,Firewall,DC Edge Firewall Primary,FPR2130-NGFW-K9,Cisco,JP-TYO-DC1,MDF - Network Room,RK-JP-TYO-DC1-CORE-02,active,Cisco FTD,IT Operations,48,front
JP-TYO-DC1-FW-02,Firewall,DC Edge Firewall Redundant,FPR2130-NGFW-K9,Cisco,JP-TYO-DC1,MDF - Network Room,RK-JP-TYO-DC1-CORE-02,active,Cisco FTD,IT Operations,46,front
JP-TYO-DC1-EDGE-01,Edge Router,Internet Peering Router A,ASR1001-X,Cisco,JP-TYO-DC1,Meet-Me Room (MMR),RK-JP-TYO-DC1-NET-01,active,Cisco IOS-XE,IT Operations,48,front
JP-TYO-DC1-EDGE-02,Edge Router,Internet Peering Router B,ASR1001-X,Cisco,JP-TYO-DC1,Meet-Me Room (MMR),RK-JP-TYO-DC1-NET-01,active,Cisco IOS-XE,IT Operations,46,front
JP-TYO-DC1-LEAF-01,Leaf Switch,ToR Leaf – Rack SRV-01,Nexus 93180YC-FX,Cisco,JP-TYO-DC1,Data Hall 01,RK-JP-TYO-DC1-SRV-01,active,Cisco NX-OS,IT Operations,42,front
JP-TYO-DC1-LEAF-02,Leaf Switch,ToR Leaf – Rack SRV-02,Nexus 93180YC-FX,Cisco,JP-TYO-DC1,Data Hall 01,RK-JP-TYO-DC1-SRV-02,active,Cisco NX-OS,IT Operations,42,front
JP-TYO-DC1-LEAF-03,Leaf Switch,ToR Leaf – Rack SRV-03,Nexus 93180YC-FX,Cisco,JP-TYO-DC1,Data Hall 02,RK-JP-TYO-DC1-SRV-03,active,Cisco NX-OS,IT Operations,42,front
JP-TYO-DC1-ACC-01,Access Switch,Staging Area Access,Catalyst 9300-48P,Cisco,JP-TYO-DC1,Staging Area,RK-JP-TYO-DC1-STG-01,active,Cisco IOS-XE,IT Operations,45,front
JP-TYO-BO1-CORE-01,Core Switch,HQ Core Switch A,Catalyst 9606R,Cisco,JP-TYO-BO1,MDF - Server Room,RK-JP-TYO-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,1,front
JP-TYO-BO1-DIST-01,Distribution Switch,HQ Distribution Switch,Catalyst 9500-48Y4C,Cisco,JP-TYO-BO1,MDF - Server Room,RK-JP-TYO-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,14,front
JP-TYO-BO1-FW-01,Firewall,HQ Perimeter Firewall,FPR2130-NGFW-K9,Cisco,JP-TYO-BO1,MDF - Server Room,RK-JP-TYO-BO1-SRV-01,active,Cisco FTD,IT Operations,42,front
JP-TYO-BO1-WLC-01,Wireless Controller,HQ Wireless Controller,Catalyst 9800-80-K9,Cisco,JP-TYO-BO1,MDF - Server Room,RK-JP-TYO-BO1-SRV-01,active,Cisco IOS-XE WLC,IT Operations,40,front
JP-TYO-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9300-48P,Cisco,JP-TYO-BO1,IDF 01 - Network Closet,RK-JP-TYO-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
JP-TYO-BO1-ACC-02,Access Switch,IDF 02 Access Switch,Catalyst 9300-48P,Cisco,JP-TYO-BO1,IDF 02 - Network Closet,RK-JP-TYO-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
JP-TYO-BO1-ACC-03,Access Switch,Floor 01 Access Switch,Catalyst 9300-48P,Cisco,JP-TYO-BO1,Floor 01,RK-JP-TYO-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
JP-TYO-BO1-ACC-04,Access Switch,Floor 02 Access Switch,Catalyst 9300-48P,Cisco,JP-TYO-BO1,Floor 02,RK-JP-TYO-BO1-ACC-04,active,Cisco IOS-XE,IT Operations,12,front
JP-TYO-BO1-ACC-05,Access Switch,Floor 03 Access Switch,Catalyst 9300-48P,Cisco,JP-TYO-BO1,Floor 03,RK-JP-TYO-BO1-ACC-05,active,Cisco IOS-XE,IT Operations,12,front
JP-TYO-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP 01,Catalyst 9136I-E,Cisco,JP-TYO-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
JP-TYO-BO1-WAP-02,Wireless Access Point,Floor 02 WiFi AP 01,Catalyst 9136I-E,Cisco,JP-TYO-BO1,Floor 02,,active,Cisco AP CAPWAP,IT Operations,,
JP-TYO-BO1-WAP-03,Wireless Access Point,Floor 03 WiFi AP 01,Catalyst 9136I-E,Cisco,JP-TYO-BO1,Floor 03,,active,Cisco AP CAPWAP,IT Operations,,
JP-OSA-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,JP-OSA-BO1,MDF - Server Room,RK-JP-OSA-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
JP-OSA-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,JP-OSA-BO1,IDF 01 - Network Closet,RK-JP-OSA-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
JP-OSA-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,JP-OSA-BO1,Floor 01,RK-JP-OSA-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
JP-OSA-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,JP-OSA-BO1,Floor 02,RK-JP-OSA-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
JP-OSA-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,JP-OSA-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
KR-SEL-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,KR-SEL-BO1,MDF - Server Room,RK-KR-SEL-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
KR-SEL-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,KR-SEL-BO1,IDF 01 - Network Closet,RK-KR-SEL-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
KR-SEL-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,KR-SEL-BO1,Floor 01,RK-KR-SEL-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
KR-SEL-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,KR-SEL-BO1,Floor 02,RK-KR-SEL-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
KR-SEL-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,KR-SEL-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
IN-DEL-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,IN-DEL-BO1,MDF - Server Room,RK-IN-DEL-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
IN-DEL-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,IN-DEL-BO1,IDF 01 - Network Closet,RK-IN-DEL-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
IN-DEL-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,IN-DEL-BO1,Floor 01,RK-IN-DEL-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
IN-DEL-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,IN-DEL-BO1,Floor 02,RK-IN-DEL-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
IN-DEL-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,IN-DEL-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
IN-HYD-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,IN-HYD-BO1,MDF - Server Room,RK-IN-HYD-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
IN-HYD-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,IN-HYD-BO1,IDF 01 - Network Closet,RK-IN-HYD-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
IN-HYD-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,IN-HYD-BO1,Floor 01,RK-IN-HYD-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
IN-HYD-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,IN-HYD-BO1,Floor 02,RK-IN-HYD-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
IN-HYD-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,IN-HYD-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
IN-CHE-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,IN-CHE-BO1,MDF - Server Room,RK-IN-CHE-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
IN-CHE-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,IN-CHE-BO1,IDF 01 - Network Closet,RK-IN-CHE-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
IN-CHE-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,IN-CHE-BO1,Floor 01,RK-IN-CHE-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
IN-CHE-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,IN-CHE-BO1,Floor 02,RK-IN-CHE-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
IN-CHE-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,IN-CHE-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
IN-PUN-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,IN-PUN-BO1,MDF - Server Room,RK-IN-PUN-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
IN-PUN-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,IN-PUN-BO1,IDF 01 - Network Closet,RK-IN-PUN-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
IN-PUN-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,IN-PUN-BO1,Floor 01,RK-IN-PUN-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
IN-PUN-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,IN-PUN-BO1,Floor 02,RK-IN-PUN-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
IN-PUN-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,IN-PUN-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
PK-KHI-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,PK-KHI-BO1,MDF - Server Room,RK-PK-KHI-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
PK-KHI-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,PK-KHI-BO1,IDF 01 - Network Closet,RK-PK-KHI-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
PK-KHI-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,PK-KHI-BO1,Floor 01,RK-PK-KHI-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
PK-KHI-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,PK-KHI-BO1,Floor 02,RK-PK-KHI-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
PK-KHI-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,PK-KHI-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
NZ-AKL-BO1-BR-01,Branch Router,WAN Edge Router,Catalyst 8300-1N1S-6T,Cisco,NZ-AKL-BO1,MDF - Server Room,RK-NZ-AKL-BO1-SRV-01,active,Cisco IOS-XE,IT Operations,42,front
NZ-AKL-BO1-ACC-01,Access Switch,IDF 01 Access Switch,Catalyst 9200-48T,Cisco,NZ-AKL-BO1,IDF 01 - Network Closet,RK-NZ-AKL-BO1-ACC-01,active,Cisco IOS-XE,IT Operations,12,front
NZ-AKL-BO1-ACC-02,Access Switch,Floor 01 Access Switch,Catalyst 9200-48T,Cisco,NZ-AKL-BO1,Floor 01,RK-NZ-AKL-BO1-ACC-02,active,Cisco IOS-XE,IT Operations,12,front
NZ-AKL-BO1-ACC-03,Access Switch,Floor 02 Access Switch,Catalyst 9200-48T,Cisco,NZ-AKL-BO1,Floor 02,RK-NZ-AKL-BO1-ACC-03,active,Cisco IOS-XE,IT Operations,12,front
NZ-AKL-BO1-WAP-01,Wireless Access Point,Floor 01 WiFi AP,Catalyst 9130AXI-E,Cisco,NZ-AKL-BO1,Floor 01,,active,Cisco AP CAPWAP,IT Operations,,
